novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
MSTRG.18200_131909847_131909906_19	ENSG00000119383.15	ENSG00000119383.15	PPP2R4			
MSTRG.18200_131910206_131910457_83	ENSG00000119383.15	ENSG00000119383.15	PPP2R4			
MSTRG.18200_131873880_131885341_13	ENSG00000119383.15	ENSG00000119383.15	PPP2R4	ENSG00000095321.12,	ENSG00000095321.12,	CRAT,
ENSG00000204054.7_132251000_132251185_61	ENSG00000204054.7	ENSG00000204054.7	LINC00963			
ENSG00000204054.7_132265873_132265992_39	ENSG00000204054.7,ENSG00000239353.1	ENSG00000204054.7,ENSG00000239353.1	LINC00963,RP11-492E3.51	,	,	,
ENSG00000204054.7_132266036_132266113_25	ENSG00000204054.7,ENSG00000239353.1	ENSG00000204054.7,ENSG00000239353.1	LINC00963,RP11-492E3.51	,	,	,
MSTRG.18201_132388457_132394963_50	ENSG00000148335.10	ENSG00000148335.10	NTMT1			
MSTRG.18201_132394983_132395312_109	ENSG00000148335.10	ENSG00000148335.10	NTMT1			
MSTRG.18190_132515291_132510989_91	ENSG00000148344.10	ENSG00000148344.10	PTGES			
MSTRG.18236_132597500_132593181_65	ENSG00000136819.10,ENSG00000136878.8	ENSG00000136819.10,ENSG00000136878.8	C9orf78,USP20	,	,	,
MSTRG.18209_132816212_132841913_128	ENSG00000148358.15	ENSG00000148358.15	GPR107			
MSTRG.18208_133569179_133574749_85	ENSG00000130713.11	ENSG00000130713.11	EXOSC2			
MSTRG.18208_133569179_133570984_75	ENSG00000130713.11	ENSG00000130713.11	EXOSC2			
MSTRG.18230_133813994_133813582_30	ENSG00000130720.8,ENSG00000236658.1	ENSG00000130720.8,ENSG00000236658.1	FIBCD1,RP11-83J21.3	,	,	,
MSTRG.18262_133972017_133986997_42	ENSG00000126878.8	ENSG00000126878.8	AIF1L			
MSTRG.18213_134103567_134107699_106	ENSG00000126883.12	ENSG00000126883.12	NUP214			
MSTRG.18213_134103654_134109028_130	ENSG00000126883.12	ENSG00000126883.12	NUP214			
MSTRG.18219_134305516_134305605_29	ENSG00000130723.13	ENSG00000130723.13	PRRC2B			
MSTRG.18219_134357144_134357768_19	ENSG00000130723.13	ENSG00000130723.13	PRRC2B			
MSTRG.18219_134269504_134305515_61	ENSG00000130723.13	ENSG00000130723.13	PRRC2B			
MSTRG.18219_134314408_134321860_85	ENSG00000130723.13	ENSG00000130723.13	PRRC2B			
MSTRG.18219_134346198_134348952_76	ENSG00000130723.13	ENSG00000130723.13	PRRC2B			
MSTRG.18227_134385773_134386858_54	ENSG00000130714.11	ENSG00000130714.11	POMT1			
MSTRG.18227_134388675_134395492_157	ENSG00000130714.11,ENSG00000230289.1	ENSG00000130714.11,ENSG00000230289.1	POMT1,RP11-334J6.6	,	,	,
MSTRG.18227_134379606_134382764_60	ENSG00000130714.11	ENSG00000130714.11	POMT1			
MSTRG.18225_134615311_134615294_5	ENSG00000107263.14	ENSG00000107263.14	RAPGEF1			
MSTRG.18225_134518702_134504567_102	ENSG00000107263.14	ENSG00000107263.14	RAPGEF1			
ENSG00000107290.9_135150683_135141601_87	ENSG00000107290.9	ENSG00000107290.9	SETX			
MSTRG.18244_135545636_135544989_153	ENSG00000125485.13,ENSG00000125484.7	ENSG00000125485.13,ENSG00000125484.7	DDX31,GTF3C4	,	,	,
MSTRG.18244_135505712_135487513_63	ENSG00000125485.13	ENSG00000125485.13	DDX31			
MSTRG.18245_135545986_135554294_149	ENSG00000125484.7	ENSG00000125484.7	GTF3C4	ENSG00000125485.13,	ENSG00000125485.13,	DDX31,
MSTRG.18245_135545789_135545989_66	ENSG00000125484.7	ENSG00000125484.7	GTF3C4	ENSG00000125485.13,	ENSG00000125485.13,	DDX31,
ENSG00000165699.9_135819992_135819960_10	ENSG00000165699.9	ENSG00000165699.9	TSC1			
MSTRG.18248_135906219_135906284_21	ENSG00000148308.13	ENSG00000148308.13	GTF3C5			
MSTRG.18248_135919117_135919317_66	ENSG00000148308.13	ENSG00000148308.13	GTF3C5			
MSTRG.18248_135931461_135932179_15	ENSG00000148308.13	ENSG00000148308.13	GTF3C5			
MSTRG.18248_135929320_135930265_85	ENSG00000148308.13	ENSG00000148308.13	GTF3C5			
ENSG00000160271.10_136024557_136024474_27	ENSG00000160271.10	ENSG00000160271.10	RALGDS			
MSTRG.18249_136890985_136891110_41	ENSG00000235106.4	ENSG00000235106.4	LINC00094			
MSTRG.18250_136918689_136918615_24	ENSG00000169925.12	ENSG00000169925.12	BRD3			
MSTRG.18250_136906995_136901363_65	ENSG00000169925.12	ENSG00000169925.12	BRD3			
MSTRG.18258_138392557_138393924_102	ENSG00000160345.8,ENSG00000122140.6	ENSG00000160345.8,ENSG00000122140.6	C9orf116,MRPS2	,	,	,
MSTRG.18258_138392557_138394994_103	ENSG00000160345.8,ENSG00000122140.6	ENSG00000160345.8,ENSG00000122140.6	C9orf116,MRPS2	,,ENSG00000226706.1	,,ENSG00000226706.1	,,RP11-426A6.5
MSTRG.18258_138392942_138393130_62	ENSG00000160345.8,ENSG00000122140.6	ENSG00000160345.8,ENSG00000122140.6	C9orf116,MRPS2	,	,	,
MSTRG.18269_138713669_138713550_39	ENSG00000130559.14	ENSG00000130559.14	CAMSAP1			
MSTRG.18266_138987124_138942397_39	ENSG00000148411.3	ENSG00000148411.3	NACC2			
MSTRG.18282_139010655_139010500_51	ENSG00000238227.3	ENSG00000238227.3	C9orf69			
MSTRG.18282_139010448_139008827_53	ENSG00000238227.3	ENSG00000238227.3	C9orf69			
MSTRG.18274_139258166_139256507_117	ENSG00000213221.4,ENSG00000187796.9	ENSG00000213221.4,ENSG00000187796.9	DNLZ,CARD9	,	,	,
MSTRG.18274_139258166_139257774_130	ENSG00000213221.4,ENSG00000187796.9	ENSG00000213221.4,ENSG00000187796.9	DNLZ,CARD9	,	,	,
MSTRG.18267_139304634_139302334_49	ENSG00000165689.12	ENSG00000165689.12	SDCCAG3	,ENSG00000165688.7	,ENSG00000165688.7	,PMPCA
MSTRG.18267_139302285_139301719_100	ENSG00000165689.12	ENSG00000165689.12	SDCCAG3			
MSTRG.18268_139310757_139310984_75	ENSG00000165688.7	ENSG00000165688.7	PMPCA			
ENSG00000148396.14_139341459_139341199_86	ENSG00000148396.14	ENSG00000148396.14	SEC16A			
ENSG00000148396.14_139342102_139341980_40	ENSG00000148396.14	ENSG00000148396.14	SEC16A			
ENSG00000148396.14_139370994_139370917_25	ENSG00000148396.14	ENSG00000148396.14	SEC16A			
MSTRG.18285_139685823_139687284_108	ENSG00000244187.3,ENSG00000272896.1	ENSG00000244187.3,ENSG00000272896.1	TMEM141,RP11-216L13.17	,	,	,
MSTRG.18285_139685847_139686289_29	ENSG00000244187.3,ENSG00000272896.1	ENSG00000244187.3,ENSG00000272896.1	TMEM141,RP11-216L13.17	,	,	,
MSTRG.18285_139686202_139686517_48	ENSG00000244187.3,ENSG00000272896.1	ENSG00000244187.3,ENSG00000272896.1	TMEM141,RP11-216L13.17	,	,	,
MSTRG.18285_139702402_139702473_23	ENSG00000273066.1,ENSG00000272679.1,ENSG00000228544.1,ENSG00000196642.11	ENSG00000273066.1,ENSG00000272679.1,ENSG00000228544.1,ENSG00000196642.11	RP11-216L13.19,RP11-216L13.18,KIAA1984-AS1,RABL6	ENSG00000213213.9,,,,	ENSG00000213213.9,,,,	KIAA1984,,,,
MSTRG.18285_139702649_139703095_148	ENSG00000273066.1,ENSG00000272679.1,ENSG00000228544.1,ENSG00000196642.11	ENSG00000273066.1,ENSG00000272679.1,ENSG00000228544.1,ENSG00000196642.11	RP11-216L13.19,RP11-216L13.18,KIAA1984-AS1,RABL6	ENSG00000213213.9,,,,	ENSG00000213213.9,,,,	KIAA1984,,,,
MSTRG.18285_139722978_139726380_106	ENSG00000272679.1,ENSG00000196642.11,ENSG00000265806.1	ENSG00000272679.1,ENSG00000196642.11,ENSG00000265806.1	RP11-216L13.18,RABL6,MIR4292	,,	,,	,,
MSTRG.18280_139743883_139745241_124	ENSG00000054148.13	ENSG00000054148.13	PHPT1	,ENSG00000177943.9	,ENSG00000177943.9	,MAMDC4
MSTRG.18280_139743883_139744682_125	ENSG00000054148.13	ENSG00000054148.13	PHPT1			
MSTRG.18279_139760710_139757323_139	ENSG00000107223.8	ENSG00000107223.8	EDF1			
MSTRG.18281_139838431_139837919_42	ENSG00000159069.9	ENSG00000159069.9	FBXW5			
MSTRG.18291_139886896_139887536_71	ENSG00000148362.6	ENSG00000148362.6	C9orf142			
MSTRG.18291_139886905_139887377_36	ENSG00000148362.6	ENSG00000148362.6	C9orf142			
MSTRG.18294_139911410_139910822_101	ENSG00000107331.12	ENSG00000107331.12	ABCA2			
MSTRG.18294_139910909_139906082_905	ENSG00000107331.12	ENSG00000107331.12	ABCA2			
MSTRG.18294_139904078_139903818_60	ENSG00000107331.12	ENSG00000107331.12	ABCA2			
MSTRG.18294_139922592_139917389_91	ENSG00000107331.12,ENSG00000180539.4	ENSG00000107331.12,ENSG00000180539.4	ABCA2,C9orf139	,	,	,
MSTRG.18293_139940468_139940445_7	ENSG00000107281.5	ENSG00000107281.5	NPDC1			
MSTRG.18293_139940441_139935473_141	ENSG00000107281.5	ENSG00000107281.5	NPDC1			
ENSG00000054179.7_139946799_139945493_118	ENSG00000054179.7	ENSG00000054179.7	ENTPD2	,ENSG00000236394.1	,ENSG00000236394.1	,RP11-229P13.15
MSTRG.18292_139977141_139977302_53	ENSG00000197355.6	ENSG00000197355.6	UAP1L1			
MSTRG.18292_139973120_139973977_150	ENSG00000197355.6	ENSG00000197355.6	UAP1L1			
MSTRG.18292_139975163_139976624_112	ENSG00000197355.6	ENSG00000197355.6	UAP1L1			
MSTRG.18302_139981426_139981512_28	ENSG00000177239.10	ENSG00000177239.10	MAN1B1	ENSG00000268996.1,	ENSG00000268996.1,	AL807752.1,
MSTRG.18302_139981560_139981691_43	ENSG00000177239.10	ENSG00000177239.10	MAN1B1	ENSG00000268996.1,	ENSG00000268996.1,	AL807752.1,
MSTRG.18302_139981560_139982820_106	ENSG00000177239.10	ENSG00000177239.10	MAN1B1	ENSG00000268996.1,	ENSG00000268996.1,	AL807752.1,
MSTRG.18308_140082382_140082362_6	ENSG00000176248.7	ENSG00000176248.7	ANAPC2			
MSTRG.18308_140070286_140069901_48	ENSG00000176248.7	ENSG00000176248.7	ANAPC2			
MSTRG.18309_140084560_140084802_80	ENSG00000176101.7	ENSG00000176101.7	SSNA1			
MSTRG.18306_140099996_140099697_99	ENSG00000187713.5	ENSG00000187713.5	TMEM203	,ENSG00000188566.7	,ENSG00000188566.7	,NDOR1
MSTRG.18304_140135813_140136778_193	ENSG00000188229.5	ENSG00000188229.5	TUBB4B			
ENSG00000187609.11_140289809_140287572_56	ENSG00000187609.11	ENSG00000187609.11	EXD3			
ENSG00000187609.11_140289809_140275696_40	ENSG00000187609.11	ENSG00000187609.11	EXD3			
MSTRG.18312_140353573_140352957_44	ENSG00000165802.15	ENSG00000165802.15	NSMF			
MSTRG.18312_140353730_140353584_48	ENSG00000165802.15	ENSG00000165802.15	NSMF			
MSTRG.18315_140473226_140470533_78	ENSG00000148399.7	ENSG00000148399.7	DPH7			
MSTRG.18348_140508140_140508220_26	ENSG00000197070.9	ENSG00000197070.9	ARRDC1			
MSTRG.18336_11279_11241_12	ENSG00000198886.2	ENSG00000198886.2	MT-ND4	ENSG00000212907.2,	ENSG00000212907.2,	MT-ND4L,
MSTRG.18336_11706_11533_57	ENSG00000198886.2	ENSG00000198886.2	MT-ND4	,ENSG00000210176.1	,ENSG00000210176.1	,MT-TH
MSTRG.18340_12761_12681_26	ENSG00000198786.2	ENSG00000198786.2	MT-ND5	ENSG00000210176.1,ENSG00000210184.1,ENSG00000210191.1,	ENSG00000210176.1,ENSG00000210184.1,ENSG00000210191.1,	MT-TH,MT-TS2,MT-TL2,
MSTRG.18359_2779723_2799141_29	ENSG00000056998.14	ENSG00000056998.14	GYG2			
MSTRG.18369_3631616_3631392_74	ENSG00000183943.5	ENSG00000183943.5	PRKX			
ENSG00000073464.7_10126538_10153067_19	ENSG00000073464.7	ENSG00000073464.7	CLCN4			
MSTRG.18382_10588481_10588401_26	ENSG00000101871.10	ENSG00000101871.10	MID1			
MSTRG.18382_10463660_10450613_30	ENSG00000101871.10	ENSG00000101871.10	MID1			
MSTRG.18382_10588380_10535590_34	ENSG00000101871.10,ENSG00000207202.1	ENSG00000101871.10,ENSG00000207202.1	MID1,RNU6-800P	,	,	,
MSTRG.18399_11777979_11778610_34	ENSG00000005302.13	ENSG00000005302.13	MSL3			
MSTRG.18399_11783818_11786816_51	ENSG00000005302.13	ENSG00000005302.13	MSL3			
MSTRG.18398_13707309_13726848_35	ENSG00000123595.5	ENSG00000123595.5	RAB9A			
ENSG00000196459.9_13738082_13734105_113	ENSG00000196459.9	ENSG00000196459.9	TRAPPC2			
ENSG00000196459.9_13752271_13752218_17	ENSG00000196459.9	ENSG00000196459.9	TRAPPC2			
ENSG00000046651.10_13753127_13753389_32	ENSG00000046651.10	ENSG00000046651.10	OFD1	ENSG00000196459.9,	ENSG00000196459.9,	TRAPPC2,
ENSG00000046651.10_13753194_13758227_142	ENSG00000046651.10	ENSG00000046651.10	OFD1	ENSG00000196459.9,	ENSG00000196459.9,	TRAPPC2,
ENSG00000046647.9_14038423_14038355_22	ENSG00000046647.9	ENSG00000046647.9	GEMIN8			
ENSG00000181544.9_14891157_14887063_50	ENSG00000181544.9	ENSG00000181544.9	FANCB	,ENSG00000130150.7	,ENSG00000130150.7	,MOSPD2
ENSG00000186312.6_15693846_15706871_47	ENSG00000186312.6	ENSG00000186312.6	CA5BP1	,ENSG00000169239.8	,ENSG00000169239.8	,CA5B
MSTRG.18410_16870955_16870815_46	ENSG00000102054.13	ENSG00000102054.13	RBBP7			
MSTRG.18410_16888306_16888166_46	ENSG00000102054.13	ENSG00000102054.13	RBBP7			
MSTRG.18407_17764199_17767565_21	ENSG00000047634.10	ENSG00000047634.10	SCML1			
MSTRG.18407_17767599_17768077_29	ENSG00000047634.10	ENSG00000047634.10	SCML1			
MSTRG.18407_17755713_17762213_36	ENSG00000047634.10	ENSG00000047634.10	SCML1			
MSTRG.18412_19002313_19002200_37	ENSG00000044446.7	ENSG00000044446.7	PHKA2			
MSTRG.18422_19378939_19378853_28	ENSG00000131828.9,ENSG00000180815.10	ENSG00000131828.9,ENSG00000180815.10	PDHA1,MAP3K15	,	,	,
MSTRG.18439_23761354_23761307_15	ENSG00000123130.12	ENSG00000123130.12	ACOT9			
MSTRG.18439_23761261_23754013_46	ENSG00000123130.12	ENSG00000123130.12	ACOT9			
MSTRG.18442_23801395_23801484_29	ENSG00000130066.12	ENSG00000130066.12	SAT1	ENSG00000233785.1,	ENSG00000233785.1,	RP13-314C10.5,
MSTRG.18443_23925929_23899066_40	ENSG00000184831.9,ENSG00000165182.6	ENSG00000184831.9,ENSG00000165182.6	APOO,CXorf58	,	,	,
MSTRG.18452_24072893_24072958_21	ENSG00000130741.6	ENSG00000130741.6	EIF2S3			
MSTRG.18478_37265503_37300121_82	ENSG00000130962.13,ENSG00000250349.3	ENSG00000130962.13,ENSG00000250349.3	PRRG1,TM4SF2	,	,	,
MSTRG.18495_38186738_38186694_14	ENSG00000250349.3,ENSG00000156313.8	ENSG00000250349.3,ENSG00000156313.8	TM4SF2,RPGR	,	,	,
MSTRG.18478_38525463_38525558_31	ENSG00000250349.3,ENSG00000156298.8	ENSG00000250349.3,ENSG00000156298.8	TM4SF2,TSPAN7	,	,	,
MSTRG.18458_38664120_38664203_27	ENSG00000165175.11	ENSG00000165175.11	MID1IP1			
MSTRG.18460_39647255_39647073_60	ENSG00000228232.1	ENSG00000228232.1	GAPDHP1			
MSTRG.18461_40440318_40450517_22	ENSG00000182220.9	ENSG00000182220.9	ATP6AP2			
ENSG00000185753.8_40495950_40495906_14	ENSG00000185753.8	ENSG00000185753.8	CXorf38			
ENSG00000185753.8_40506772_40506365_135	ENSG00000185753.8	ENSG00000185753.8	CXorf38			
MSTRG.18475_40523641_40522373_40	ENSG00000180182.6	ENSG00000180182.6	MED14			
MSTRG.18475_40594699_40594511_62	ENSG00000180182.6,ENSG00000234636.1	ENSG00000180182.6,ENSG00000234636.1	MED14,MED14-AS1	,	,	,
MSTRG.18529_41193395_41193469_24	ENSG00000215301.5	ENSG00000215301.5	DDX3X			
MSTRG.18516_41782534_41782340_64	ENSG00000147044.16	ENSG00000147044.16	CASK			
MSTRG.18516_41782241_41602923_140	ENSG00000147044.16,ENSG00000229822.2,ENSG00000237875.1,ENSG00000251807.1	ENSG00000147044.16,ENSG00000229822.2,ENSG00000237875.1,ENSG00000251807.1	CASK,RP5-1174J21.2,RP5-1174J21.1,RNU6-202P	,,,	,,,	,,,
MSTRG.18516_41782241_41646427_93	ENSG00000147044.16,ENSG00000237875.1,ENSG00000251807.1	ENSG00000147044.16,ENSG00000237875.1,ENSG00000251807.1	CASK,RP5-1174J21.1,RNU6-202P	,,	,,	,,
ENSG00000251192.3_46404022_46388335_46	ENSG00000251192.3	ENSG00000251192.3	ZNF674			
MSTRG.18477_46433777_46433959_60	ENSG00000147119.3	ENSG00000147119.3	CHST7			
MSTRG.18477_46433235_46433363_42	ENSG00000147119.3	ENSG00000147119.3	CHST7			
MSTRG.18477_46434713_46457327_92	ENSG00000147119.3	ENSG00000147119.3	CHST7			
MSTRG.18539_47086098_47086502_70	ENSG00000102225.11	ENSG00000102225.11	CDK16			
MSTRG.18539_47086814_47088273_120	ENSG00000102225.11	ENSG00000102225.11	CDK16			
MSTRG.18539_47086814_47088459_57	ENSG00000102225.11	ENSG00000102225.11	CDK16			
MSTRG.18507_47092443_47092622_59	ENSG00000102226.5	ENSG00000102226.5	USP11			
MSTRG.18507_47104390_47104566_58	ENSG00000102226.5	ENSG00000102226.5	USP11			
MSTRG.18507_47106526_47106895_95	ENSG00000102226.5	ENSG00000102226.5	USP11			
ENSG00000147124.8_47327096_47326902_64	ENSG00000147124.8	ENSG00000147124.8	ZNF41			
MSTRG.18512_47420618_47420647_9	ENSG00000078061.8	ENSG00000078061.8	ARAF			
MSTRG.18512_47430286_47430985_91	ENSG00000078061.8	ENSG00000078061.8	ARAF	,ENSG00000008056.8	,ENSG00000008056.8	,SYN1
MSTRG.18514_47441740_47441799_19	ENSG00000008056.8,ENSG00000102265.7	ENSG00000008056.8,ENSG00000102265.7	SYN1,TIMP1	,	,	,
MSTRG.18514_47442815_47444516_100	ENSG00000008056.8,ENSG00000102265.7	ENSG00000008056.8,ENSG00000102265.7	SYN1,TIMP1	,	,	,
MSTRG.18514_47442815_47444813_136	ENSG00000008056.8,ENSG00000102265.7	ENSG00000008056.8,ENSG00000102265.7	SYN1,TIMP1	,	,	,
MSTRG.18509_47516667_47516578_29	ENSG00000126756.7	ENSG00000126756.7	UXT			
MSTRG.18509_47517014_47516967_15	ENSG00000126756.7	ENSG00000126756.7	UXT			
MSTRG.18546_48433569_48434805_68	ENSG00000102317.13	ENSG00000102317.13	RBM3	ENSG00000204620.2,	ENSG00000204620.2,	AC115618.1,
MSTRG.18554_48768921_48767259_37	ENSG00000102100.10	ENSG00000102100.10	SLC35A2			
MSTRG.18572_54556769_54556819_16	ENSG00000130119.11	ENSG00000130119.11	GNL3L			
MSTRG.18572_54556701_54556739_12	ENSG00000130119.11	ENSG00000130119.11	GNL3L			
MSTRG.18572_54584928_54584951_7	ENSG00000130119.11	ENSG00000130119.11	GNL3L			
MSTRG.18577_54842094_54842123_9	ENSG00000102316.12	ENSG00000102316.12	MAGED2			
MSTRG.18583_55026856_55029423_89	ENSG00000169188.4	ENSG00000169188.4	APEX2			
MSTRG.18575_55187314_55187264_16	ENSG00000182518.9	ENSG00000182518.9	FAM104B			
MSTRG.18576_55478603_55478773_56	ENSG00000187601.3	ENSG00000187601.3	MAGEH1			
MSTRG.18582_55744351_55744407_18	ENSG00000083750.8	ENSG00000083750.8	RRAGB			
MSTRG.18587_64749476_64743436_181	ENSG00000001497.12	ENSG00000001497.12	LAS1L			
MSTRG.18587_64754595_64744901_291	ENSG00000001497.12	ENSG00000001497.12	LAS1L			
ENSG00000169083.11_66766232_66766423_63	ENSG00000169083.11	ENSG00000169083.11	AR			
MSTRG.18588_68385274_68385239_11	ENSG00000181191.11	ENSG00000181191.11	PJA1			
MSTRG.18590_69354529_69354558_9	ENSG00000089289.11	ENSG00000089289.11	IGBP1			
MSTRG.18590_69353573_69353698_41	ENSG00000089289.11	ENSG00000089289.11	IGBP1			
MSTRG.18600_70504268_70504848_16	ENSG00000147140.11	ENSG00000147140.11	NONO			
MSTRG.18608_70767830_70774408_29	ENSG00000147162.9	ENSG00000147162.9	OGT			
MSTRG.18608_70753150_70764497_170	ENSG00000147162.9	ENSG00000147162.9	OGT			
MSTRG.18620_71401561_71406286_106	ENSG00000102309.8	ENSG00000102309.8	PIN4			
MSTRG.18622_71458761_71457759_35	ENSG00000102309.8,ENSG00000186871.5	ENSG00000102309.8,ENSG00000186871.5	PIN4,ERCC6L	,	,	,
ENSG00000186462.7_72434665_72434270_131	ENSG00000186462.7	ENSG00000186462.7	NAP1L2			
MSTRG.18666_80377101_80373957_31	ENSG00000198157.6	ENSG00000198157.6	HMGN5			
MSTRG.18666_80377048_80374259_21	ENSG00000198157.6	ENSG00000198157.6	HMGN5			
ENSG00000188419.9_85302536_85218996_36	ENSG00000188419.9,ENSG00000199567.1	ENSG00000188419.9,ENSG00000199567.1	CHM,Y_RNA	,	,	,
MSTRG.18673_99891691_99891557_44	ENSG00000000003.10	ENSG00000000003.10	TSPAN6			
MSTRG.18677_100086601_100086645_14	ENSG00000101811.9	ENSG00000101811.9	CSTF2			
MSTRG.18679_100307056_100306889_55	ENSG00000188917.10,ENSG00000225839.2	ENSG00000188917.10,ENSG00000225839.2	TRMT2B,TRMT2B-AS1	,	,	,
ENSG00000125962.10_101854457_101855886_74	ENSG00000125962.10,ENSG00000271147.3,ENSG00000270050.1	ENSG00000125962.10,ENSG00000271147.3,ENSG00000270050.1	ARMCX5,RP4-769N13.6,RP4-769N13.7	,,	,,	,,
ENSG00000125962.10_101854457_101856403_63	ENSG00000125962.10,ENSG00000271147.3,ENSG00000270050.1	ENSG00000125962.10,ENSG00000271147.3,ENSG00000270050.1	ARMCX5,RP4-769N13.6,RP4-769N13.7	,,	,,	,,
ENSG00000198908.7_101975742_101975987_36	ENSG00000198908.7	ENSG00000198908.7	BHLHB9			
MSTRG.18692_102510127_102508891_58	ENSG00000180964.12	ENSG00000180964.12	TCEAL8			
MSTRG.18694_102565903_102565292_61	ENSG00000133134.7	ENSG00000133134.7	BEX2			
MSTRG.18694_102565903_102565784_39	ENSG00000133134.7	ENSG00000133134.7	BEX2			
MSTRG.18693_102611454_102612052_40	ENSG00000185222.7	ENSG00000185222.7	WBP5			
MSTRG.18693_102612071_102612568_14	ENSG00000185222.7	ENSG00000185222.7	WBP5			
MSTRG.18693_102611454_102612653_63	ENSG00000185222.7	ENSG00000185222.7	WBP5			
MSTRG.18695_102631331_102631969_74	ENSG00000166681.9	ENSG00000166681.9	NGFRAP1			
MSTRG.18720_102840683_102841227_28	ENSG00000133142.13	ENSG00000133142.13	TCEAL4			
MSTRG.18720_102840445_102841623_75	ENSG00000133142.13	ENSG00000133142.13	TCEAL4			
MSTRG.18715_102862880_102862996_38	ENSG00000196507.6	ENSG00000196507.6	TCEAL3			
MSTRG.18718_102940140_102931968_17	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18718_102940140_102933502_22	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18718_102940140_102939649_16	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18718_102940140_102932026_16	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18718_102933579_102933529_16	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18718_102941624_102940156_32	ENSG00000123562.12	ENSG00000123562.12	MORF4L2			
MSTRG.18723_106243199_106236581_37	ENSG00000133131.10	ENSG00000133131.10	MORC4			
MSTRG.18723_106243199_106235654_104	ENSG00000133131.10	ENSG00000133131.10	MORC4			
ENSG00000198088.6_106449633_106449568_21	ENSG00000198088.6	ENSG00000198088.6	NUP62CL	,ENSG00000080572.8	,ENSG00000080572.8	,PIH1D3
ENSG00000198088.6_106449578_106449543_11	ENSG00000198088.6	ENSG00000198088.6	NUP62CL	,ENSG00000080572.8	,ENSG00000080572.8	,PIH1D3
ENSG00000080561.9_107069320_107069367_15	ENSG00000080561.9	ENSG00000080561.9	MID2			
MSTRG.18731_107332054_107332025_9	ENSG00000101843.14	ENSG00000101843.14	PSMD10			
ENSG00000101935.5_109560912_109462832_68	ENSG00000101935.5,ENSG00000208883.1,ENSG00000224142.1	ENSG00000101935.5,ENSG00000208883.1,ENSG00000224142.1	AMMECR1,SNORD96B,AMMECR1-IT1	,,	,,	,,
MSTRG.18738_110924504_110925514_24	ENSG00000101901.6	ENSG00000101901.6	ALG13			
MSTRG.18738_110924504_110924602_32	ENSG00000101901.6	ENSG00000101901.6	ALG13			
ENSG00000003096.9_117250697_117162442_81	ENSG00000003096.9,ENSG00000239500.2	ENSG00000003096.9,ENSG00000239500.2	KLHL13,RP1-169K13.3	,	,	,
ENSG00000131725.9_117480467_117521357_43	ENSG00000131725.9,ENSG00000264567.1,ENSG00000221463.1	ENSG00000131725.9,ENSG00000264567.1,ENSG00000221463.1	WDR44,AL391803.1,MIR1277	,,	,,	,,
MSTRG.18735_117875044_117875079_11	ENSG00000131724.6	ENSG00000131724.6	IL13RA1			
MSTRG.18742_118533394_118544255_116	ENSG00000077713.14	ENSG00000077713.14	SLC25A43			
MSTRG.18747_118602479_118602682_67	ENSG00000224281.4,ENSG00000005022.5	ENSG00000224281.4,ENSG00000005022.5	SLC25A5-AS1,SLC25A5	,	,	,
MSTRG.18761_118699318_118699187_43	ENSG00000018610.9	ENSG00000018610.9	CXorf56			
MSTRG.18760_119763893_119761279_41	ENSG00000171155.7	ENSG00000171155.7	C1GALT1C1			
MSTRG.18781_123095654_123095878_74	ENSG00000101972.14	ENSG00000101972.14	STAG2	ENSG00000232412.1,	ENSG00000232412.1,	RP1-315G1.3,
MSTRG.18781_123156432_123156470_12	ENSG00000101972.14	ENSG00000101972.14	STAG2			
MSTRG.18781_123160497_123164898_42	ENSG00000101972.14	ENSG00000101972.14	STAG2			
MSTRG.18774_128657347_128649960_90	ENSG00000102038.11	ENSG00000102038.11	SMARCA1			
MSTRG.18771_128709990_128710013_7	ENSG00000122126.11	ENSG00000122126.11	OCRL			
ENSG00000171388.9_128788607_128782603_77	ENSG00000171388.9	ENSG00000171388.9	APLN			
